gameId,playId,nflId,tackle,assist,forcedFumble,pff_missedTackle,V1,displayName,frameId,time,club,playDirection,x,y,s,a,dis,o,dir,event,weight,position,height_in,ballCarrierIndicator,tackleIndicator,football_dist_snap,orientation_snap,snap_tackle_time,speed_diff_bc_vs_tackle_snap,football_dist_t,orientation_t,speed_diff_bc_vs_tackle_t,player_start_x,player_start_y,x_dist_football,y_dist_football,ball_start_x,ball_start_y
2022090800,646,47939,1,0,0,0,14764,Justin Hollins,34,2022-09-08T20:44:55Z,LA,left,58.4,2.59,3.35,2.96,0.36,268.37,200.44,tackle,248,OLB,77,0,1,9.48595744205766,106.3,3,-1.65,0.96999973513416,268.37,0.46,58.82,14.17,7.7499996948242,5.4699993896484,66.5699996948242,19.6399993896484
2022090800,692,38577,1,0,0,0,15066,Bobby Wagner,33,2022-09-08T20:46:05Z,LA,left,38.29,39.1,2.85,2.63,0.23,126.33,127.31,tackle,242,ILB,72,0,1,9.95261270190478,9.19,4,-1.78,1.01769339858161,126.33,-2.47,33.84,34.81,8.47999969482419,5.2100004577637,42.3199996948242,40.0200004577637
2022090800,775,46085,1,0,0,0,16053,Tremaine Edmunds,17,2022-09-08T20:50:17Z,BUF,right,38.83,19.34,0.83,2.84,0.08,251.21,358.98,tackle,250,ILB,77,0,1,6.13481753823371,250.98,2,-3.1,0.630713224412339,251.21,1.09,42.27,21.18,-5.6199984741211,-2.4600006866455,36.6500015258789,18.7199993133545
2022090800,818,40107,1,0,0,0,16416,Micah Hyde,26,2022-09-08T20:53:28Z,BUF,left,80.88,6.83,0.2,2.9,0,252.36,159.39,tackle,197,FS,72,0,1,9.31498211370071,74.9,3,-1.52,1.72861120851586,252.36,1.24,76.44,6.55,8.4499993896484,3.9200002670288,84.8899993896484,10.4700002670288
2022090800,933,47792,1,0,0,0,18051,Ed Oliver,65,2022-09-08T20:57:00Z,BUF,left,52.99,27.43,2.1,1.55,0.23,108.3,123.83,tackle,287,DT,73,0,1,1.08853004800341,118.1,6,0,1.5654383299632,108.3,0.6,45.37,24.55,0.6799992370605,-0.849999237060501,46.0499992370605,23.7000007629395
2022090800,1030,47862,1,0,0,0,18863,David Long,16,2022-09-08T21:01:46Z,LA,right,58.69,37.3,2.36,4.05,0.21,45.74,326.79,tackle,196,CB,71,0,1,10.8390641113211,231.61,2,1.16,0.649998443603794,45.74,-0.74,62.51,38.61,-8.9800012207031,-6.0699990844727,53.5299987792969,32.5400009155273
2022090800,1102,42816,1,0,0,0,19313,Troy Hill,46,2022-09-08T21:03:55Z,LA,right,85.03,44.34,0.69,1.19,0.08,152.1,302.94,tackle,184,CB,71,0,1,10.3918272668523,270.31,4,1.07,0.538515687338957,152.1,1.6,91.48,38.92,-10.2599987792969,1.6499996948242,81.2200012207031,40.5699996948242
2022090800,1187,37075,1,0,0,0,20323,Von Miller,51,2022-09-08T21:08:59Z,BUF,left,65.87,39.13,4.99,0.74,0.54,73.96,339.34,tackle,250,OLB,75,0,1,4.66189952528359,90.17,5,-0.03,0.840954244022646,73.96,-1.96,69.17,25.03,0.870000915527299,4.5800006103516,70.0400009155273,29.6100006103516
2022090800,1230,46190,1,0,0,0,21814,Taron Johnson,20,2022-09-08T21:10:24Z,BUF,left,55.47,21.22,2.95,1.81,0.29,275.36,265.41,tackle,192,CB,71,0,1,6.76723023095725,65.09,2,-0.48,0.59908343307001,275.36,-0.0900000000000003,56.97,18.19,5.2500012207031,4.2699990844727,62.2200012207031,22.4599990844727
2022090800,1254,53490,1,0,0,0,22933,Carlos Basham,39,2022-09-08T21:11:07Z,BUF,left,51.6,19.07,2.84,3.64,0.29,248.39,225.4,tackle,273,DE,76,0,1,5.17618655149561,89.44,4,0.04,0.308708270881269,248.39,-1.39,54.17,29.03,0.519998626708997,-5.1500008392334,54.689998626709,23.8799991607666
2022090800,1334,46085,1,0,0,0,23145,Tremaine Edmunds,10,2022-09-08T21:13:18Z,BUF,left,37.64,11.84,3.48,3.9,0.34,225.92,186.46,tackle,250,ILB,77,0,1,5.06546200150569,201.59,1,-4.51,2.22056338026437,225.92,-1,38.64,16.29,2.420001373291,-4.4499998474121,41.060001373291,11.8400001525879
2022090800,1358,44976,1,0,0,0,23818,Matt Milano,49,2022-09-08T21:14:08Z,BUF,left,36.76,35.03,0,0.01,0.01,151.73,283.39,tackle,223,OLB,72,0,1,12.847603437249,41.74,5,-4.07,2.55068692398402,151.73,0.69,34.28,24.24,6.1500003051758,11.2800004577637,40.4300003051758,35.5200004577637
2022090800,1385,52647,1,0,0,0,26004,Dane Jackson,72,2022-09-08T21:17:54Z,BUF,left,16.96,16.21,2.54,1.28,0.26,312.68,263.73,tackle,185,CB,71,0,1,7.6760999085018,91.18,8,-0.01,0.908019553860725,312.68,-0.53,34.15,37.36,0.840001678466798,-7.6300004577637,34.9900016784668,29.7299995422363
2022090800,1406,41341,1,0,0,0,26590,DaQuan Jones,43,2022-09-08T21:18:23Z,BUF,left,14.78,26.25,2.61,0.03,0.25,342.28,332.87,tackle,322,DT,76,0,1,0.809937658854649,60.94,4,0,0.286356357323886,342.28,-0.73,16.72,22.87,0.679999618530299,0.4399994659424,17.3999996185303,23.3099994659424
2022090800,1712,44976,0,1,0,0,27641,Matt Milano,24,2022-09-08T21:32:25Z,BUF,left,41.43,40.62,1.59,2.96,0.15,290.71,213.26,tackle,223,OLB,72,0,1,9.8990888807481,66.14,2,-0.76,1.01242310785405,290.71,0.82,41.33,36.73,9.8399981689453,-1.0799984741211,51.1699981689453,35.6500015258789
2022090800,1736,44976,1,0,0,0,28312,Matt Milano,27,2022-09-08T21:32:43Z,BUF,left,42.47,29.61,4.02,3.78,0.41,175.96,175.93,tackle,223,OLB,72,0,1,5.81675090863616,44.25,3,-2.07,0.37855146889454,175.96,-0.31,37.45,34.47,3.1499984741211,-4.8900000762939,40.5999984741211,29.5799999237061
2022090800,1836,37075,1,0,0,0,28828,Von Miller,37,2022-09-08T21:36:15Z,BUF,left,50.77,23.13,3.6,4.15,0.26,3.54,58.42,tackle,250,OLB,75,0,1,13.3418327180409,172.09,3,-2.15,1.54402230842661,3.54,-2.25,48.27,31.5,3.6600003051758,-12.8299999237061,51.9300003051758,18.6700000762939
2022090800,1946,42395,1,0,0,0,30007,Jordan Phillips,49,2022-09-08T21:52:33Z,BUF,right,22.95,10.85,2.22,0.81,0.22,291.35,59.03,tackle,341,DE,78,0,1,2.26735468422996,271.06,5,-0.01,0.474235985934538,291.35,0.0399999999999996,21.4,21.41,-0.7199996948242,2.1499994659424,20.6800003051758,23.5599994659424
2022090800,1967,46085,0,1,0,0,31106,Tremaine Edmunds,14,2022-09-08T21:52:59Z,BUF,right,26.34,24.47,2.3,3.75,0.25,48.66,334.79,tackle,250,ILB,77,0,1,8.28473247899623,272.45,2,-0.96,0.156525236101206,48.66,-1.42,30.55,23.04,-8.2799995422363,0.279999694824202,22.2700004577637,23.3199996948242
2022090800,2043,42816,1,0,0,0,31634,Troy Hill,48,2022-09-08T21:57:16Z,LA,left,58.36,18.81,2.48,4.4,0.26,124.75,306.57,tackle,184,CB,71,0,1,12.5630975425607,63.61,4,-0.01,1.80313594609844,124.75,1.81,60.26,13.75,7.6700003051758,9.9500007629395,67.9300003051758,23.7000007629395
2022090800,2072,38577,1,0,0,0,32664,Bobby Wagner,69,2022-09-08T21:57:58Z,LA,left,56.69,2.5,3.54,1.42,0.36,262.85,131.62,tackle,242,ILB,72,0,1,4.19604755584893,83.64,6,-0.02,0.335259461776386,262.85,0.02,52.25,22.69,4.0800018310547,0.980000076293898,56.3300018310547,23.6700000762939
2022090800,2093,47939,1,0,0,0,35109,Justin Hollins,53,2022-09-08T21:58:43Z,LA,left,47.46,18.26,1.82,2.76,0.2,335.43,217.96,tackle,248,OLB,77,0,1,6.61048340869314,60.99,5,0.02,2.21165215923276,335.43,0.11,54.52,16.96,0.520000915527298,6.5899992370605,55.0400009155273,23.5499992370605
2022090800,2163,43298,1,0,0,0,36084,Leonard Floyd,68,2022-09-08T22:00:49Z,LA,left,32.66,8.53,1.31,1.36,0.14,191.87,250.45,tackle,240,DE,77,0,1,7.04298275355659,152.76,7,-0.02,0.787147717351422,191.87,0.03,44,30.51,1.2000007629395,-6.9400003051758,45.2000007629395,23.5699996948242
2022090800,2184,52492,1,0,0,0,38000,Terrell Lewis,40,2022-09-08T22:01:31Z,LA,left,26.24,30.48,4,3.14,0.41,316.47,4.93,tackle,252,OLB,77,0,1,18.9335522293256,173.74,4,0.45,0.651921025788744,316.47,-1.18,29.57,30.91,-1.5499995422363,-18.870000038147,28.0200004577637,12.039999961853
2022090800,2208,47862,1,0,0,0,38881,David Long,43,2022-09-08T22:02:11Z,LA,left,18.25,0.37,2.41,1.48,0.25,278.65,254.41,tackle,196,CB,71,0,1,15.7668163372837,90.15,5,4.61,0.429418566408559,278.65,0.17,14.69,9.57,15.0499997711182,4.7000004577637,29.7399997711182,14.2700004577637
2022090800,2336,52647,1,0,0,0,39808,Dane Jackson,25,2022-09-08T22:08:34Z,BUF,right,66.27,34.87,2.01,3.32,0.19,227.64,155.64,tackle,185,CB,71,0,1,17.4100725044261,210.39,2,-2.59,1.54690065872137,227.64,1.7,71.52,40.25,-13.1500010681152,-11.4099998474121,58.3699989318848,28.8400001525879
2022090800,2360,46085,1,0,0,0,40364,Tremaine Edmunds,36,2022-09-08T22:09:15Z,BUF,right,67.51,23.47,2.42,3.84,0.24,76.95,171.95,tackle,250,ILB,77,0,1,6.39038457414705,282.61,4,-0.1,0.860525841639041,76.95,1.15,73.24,25.59,-5.0700018310547,3.8899995422363,68.1699981689453,29.4799995422363
2022090800,2464,53532,1,0,0,0,41724,Ernest Jones,36,2022-09-08T22:14:32Z,LA,left,97.37,13.41,2.85,1.63,0.29,175.87,187.42,tackle,230,ILB,74,0,1,9.06258694732021,139.61,3,1.21,0.977190377841629,175.87,0.72,99.7,28,8.829998779297,-2.0400009155273,108.529998779297,25.9599990844727
2022090800,2485,48026,1,0,0,0,42544,Nick Scott,48,2022-09-08T22:15:13Z,LA,left,89.52,6.68,3.18,6.6,0.36,229.18,218.72,tackle,200,SS,71,0,1,7.726503286909,78.4,5,-0.04,1.22155533643025,229.18,1.87,89.51,27.71,6.57999633789059,-4.0500001525879,96.0899963378906,23.6599998474121
2022090800,2506,53532,1,0,0,0,44280,Ernest Jones,56,2022-09-08T22:15:55Z,LA,left,89.77,13.66,0.01,0.03,0.04,221.89,287.88,tackle,230,ILB,74,0,1,5.37402801880717,98.9,6,-0.24,1.28891467843273,221.89,1.16,85.63,19.36,3.2099963378906,4.3100000762939,88.8399963378906,23.6700000762939
2022090800,2527,42816,1,0,0,0,44452,Troy Hill,12,2022-09-08T22:16:36Z,LA,left,77.61,24,3.79,1.69,0.43,42.36,342.03,tackle,184,CB,71,0,1,9.46678233716327,22.58,1,0.43,0.990454156916996,42.36,-0.76,78.94,18.66,4.8999963378906,8.1000002288818,83.8399963378906,26.7600002288818
2022090800,2551,43335,1,0,0,0,45212,A'Shawn Robinson,59,2022-09-08T22:17:18Z,LA,left,77.78,17.66,2.06,0.42,0.21,164.35,137.59,tackle,330,DT,76,0,1,3.33352784888907,84.71,6,0,0.166433683185893,164.35,0.15,76.12,20.42,1.000002746582,3.1800003814697,77.120002746582,23.6000003814697
2022090800,2572,53532,1,0,0,0,46729,Ernest Jones,22,2022-09-08T22:17:57Z,LA,left,73.8,20.84,1.09,1.78,0.12,120.68,170.11,tackle,230,ILB,74,0,1,4.59200389294343,352.2,2,1.69,1.16726040654714,120.68,0.62,71.23,20.6,4.52,0.809999847412097,75.75,21.4099998474121
2022090800,2599,43294,1,0,0,0,46891,Jalen Ramsey,13,2022-09-08T22:21:06Z,LA,left,66.56,40.1,2.07,4.65,0.22,245.42,212.72,tackle,208,CB,73,0,1,9.6866485594837,140.77,1,2.1,1.52738247233555,245.42,0.96,66.15,44.38,4.3399978637695,-8.65999877929691,70.4899978637695,35.7200012207031
2022090800,2648,43294,1,0,0,0,47875,Jalen Ramsey,77,2022-09-08T22:23:45Z,LA,left,64.81,34.18,1.47,2.06,0.16,128.64,22.49,tackle,208,CB,73,0,1,12.8218942951875,69.98,8,-0.05,0.73429987980797,128.64,1.04,59.82,18.08,5.809997253418,11.4300002288818,65.629997253418,29.5100002288818
2022090800,2688,47862,1,0,0,0,49429,David Long,26,2022-09-08T22:27:08Z,LA,right,103.87,21.83,3.69,2.92,0.37,39.49,109.61,tackle,196,CB,71,0,1,2.999551310746,151.57,2,-1.15,0.429417258770283,39.49,-0.93,94.56,34.21,-1.5300012207031,-2.5800008392334,93.0299987792969,31.6299991607666
2022090800,2712,43335,0,1,0,0,50189,A'Shawn Robinson,45,2022-09-08T22:27:50Z,LA,right,105.39,20.77,1.31,2.47,0.14,193.13,213.01,tackle,330,DT,76,0,1,2.54950924747426,255.83,4,-0.05,0.708377566167057,193.13,1.71,105.01,21.34,-1.17999816894501,2.2600003814697,103.830001831055,23.6000003814697
2022090800,2815,54488,1,0,0,0,51530,Kaiir Elam,28,2022-09-08T22:33:54Z,BUF,left,76.81,-0.33,2.63,3.3,0.26,49.23,249.93,tackle,196,CB,74,0,1,10.9065203535351,107.27,2,0.16,0.608278570484746,49.23,-1.22,75.35,8.89,10.7899993896484,-1.58999980926514,86.1399993896484,7.30000019073486
2022090800,2839,46190,0,1,0,0,52762,Taron Johnson,76,2022-09-08T22:34:25Z,BUF,left,78.59,6.24,1.7,2.61,0.19,60.46,279.1,tackle,192,CB,71,0,1,7.83165890480289,76.84,7,-0.13,1.02883409140229,60.46,-0.41,73.96,16.93,3.84999755859381,6.82,77.8099975585938,23.75
2022090800,2860,46085,1,0,0,0,53666,Tremaine Edmunds,18,2022-09-08T22:34:51Z,BUF,left,72.02,35.89,1.83,4.21,0.18,7.22,291.8,tackle,250,ILB,77,0,1,6.36421003763098,67.69,2,-3.28,0.704911969691895,7.22,0.61,70.5,31.94,5.05999755859381,3.8599992370605,75.5599975585938,35.7999992370605
2022090800,2884,44976,1,0,0,0,54068,Matt Milano,12,2022-09-08T22:35:38Z,BUF,left,66.95,2.02,5.98,3.8,0.62,136.73,183.22,tackle,223,OLB,72,0,1,2.67301582461464,170.38,1,-0.94,1.11112552926219,136.73,-2.28,66.79,10.13,2.330002746582,-1.31000030517578,69.120002746582,8.81999969482422
2022090800,2934,53532,1,0,0,0,54804,Ernest Jones,20,2022-09-08T22:39:28Z,LA,right,51.16,13.63,0.8,0.52,0.08,299.85,220.73,tackle,230,ILB,74,0,1,5.54549410765824,254.67,2,-0.0699999999999994,0.240831574782668,299.85,0.63,53.84,17.99,-4.9500006103516,2.4999997711182,48.8899993896484,20.4899997711182
2022090800,2958,52607,1,0,0,0,55911,Jordan Fuller,53,2022-09-08T22:40:08Z,LA,right,55.49,21.66,2,1.99,0.19,138.3,128.26,tackle,205,SS,74,0,1,10.8129188413786,275.08,5,-0.5,0.989546071804319,138.3,-1.51,62.26,20.91,-10.4600007629395,2.7399996185303,51.7999992370605,23.6499996185303
2022090800,3121,44976,0,1,0,0,56502,Matt Milano,29,2022-09-08T22:48:59Z,BUF,left,79.69,37.92,1.14,1.99,0.12,112.02,63.51,tackle,223,OLB,72,0,1,10.4917763022673,41.02,3,-2.2,0.810061264547065,112.02,2.06,75.37,25.58,8.18000305175779,6.5700015258789,83.5500030517578,32.1500015258789
2022090800,3145,52647,1,0,0,0,57848,Dane Jackson,46,2022-09-08T22:49:23Z,BUF,left,77.71,30.09,2.04,1.79,0.2,92.7,166.09,tackle,185,CB,71,0,1,7.0530713509484,122.74,4,-0.64,1.62889896534682,92.7,0.55,73.81,35.82,3.2300009155273,-6.2700007629395,77.0400009155273,29.5499992370605
2022090800,3166,40107,0,1,0,0,58159,Micah Hyde,33,2022-09-08T22:49:57Z,BUF,left,71.72,16.69,2.05,1.78,0.21,159.2,49.49,tackle,197,FS,72,0,1,3.31210236203395,73.35,3,-3.41,0.721111651665462,159.2,-0.31,68.2,13.75,3.28000335693359,0.460000038146999,71.4800033569336,14.210000038147
2022090800,3190,54488,1,0,0,0,59361,Kaiir Elam,17,2022-09-08T22:50:18Z,BUF,left,67.14,51.39,3.72,4.17,0.39,214.07,350.37,tackle,196,CB,74,0,1,5.7445054077592,61.22,2,-0.47,1.64027433380519,214.07,-0.36,64.19,42.01,5.72000366210941,-0.530000457763698,69.9100036621094,41.4799995422363
2022090800,3262,42816,0,1,0,0,59634,Troy Hill,38,2022-09-08T22:52:06Z,LA,right,84.74,45.77,2.9,4.51,0.28,169.49,129.9,tackle,184,CB,71,0,1,18.381507800897,313.79,4,0.42,1.10317635548022,169.49,2.84,83.03,38.96,-18.2600033569336,-2.1100015258789,64.7699966430664,36.8499984741211
2022090800,3283,43335,0,1,0,0,60817,A'Shawn Robinson,63,2022-09-08T22:52:52Z,LA,right,89.43,32.99,0.19,0.41,0.12,210.67,130.16,tackle,330,DT,76,0,1,3.22567797846025,247.24,6,-0.04,1.51486244811338,210.67,1.8,86.92,32.77,-1.049997253418,-3.0500006866455,85.870002746582,29.7199993133545
2022090800,3341,46190,1,0,0,0,62578,Taron Johnson,49,2022-09-08T22:56:26Z,BUF,left,82.82,23.26,4.17,7.16,0.61,295.17,247.79,tackle,192,CB,71,0,1,10.1779604795973,93.66,5,-0.02,1.19406751889821,295.17,-0.0899999999999999,88.31,20.15,3.77999633789059,9.4500003814697,92.0899963378906,29.6000003814697
2022090800,3362,46190,1,0,0,0,63537,Taron Johnson,29,2022-09-08T22:56:45Z,BUF,left,84.17,21.8,3.64,3.23,0.36,134.55,26.25,tackle,192,CB,71,0,1,7.85987916732219,102.94,3,-0.96,0.62032340198299,134.55,-1.9,79.52,16.94,4.00999877929691,6.7600007629395,83.5299987792969,23.7000007629395
2022090800,3383,54488,1,0,0,0,64615,Kaiir Elam,30,2022-09-08T22:57:14Z,BUF,left,77.46,40.06,2.23,1.54,0.22,269.36,237.7,tackle,196,CB,74,0,1,6.92741312402814,61.98,3,0.140000000000001,0.88842894345211,269.36,-0.11,74.35,36.36,6.81000366210941,1.2700010681152,81.1600036621094,37.6300010681152
2022090800,3407,46190,1,0,0,0,64887,Taron Johnson,13,2022-09-08T22:57:39Z,BUF,left,70.76,30.08,2.01,5.05,0.21,332.46,329.99,tackle,192,CB,71,0,1,8.36990464970874,48.74,1,-2.09,1.09768013486066,332.46,0.7,69.58,25.76,7.28000061035161,4.1299993896484,76.8600006103516,29.8899993896484
2022090800,3431,44976,1,0,0,0,65350,Matt Milano,27,2022-09-08T22:58:04Z,BUF,left,71.09,47.06,4.52,1,0.45,126.24,121.07,tackle,223,OLB,72,0,1,4.60160866116515,30.36,3,-3.71,0.631268085491076,126.24,-0.66,63.69,41.5,4.42000061035161,1.2799987792969,68.1100006103516,42.7799987792969
2022090800,3489,46085,1,0,0,0,66104,Tremaine Edmunds,35,2022-09-08T22:58:56Z,BUF,left,54.61,25.01,0.78,1.49,0.07,92.96,312.47,tackle,250,ILB,77,0,1,13.5206243715633,109.58,4,2.8,0.839523534521107,92.96,0.57,52.37,29.52,13.5199993896484,0.129999618530299,65.8899993896484,29.6499996185303
2022090800,3513,46085,1,0,0,0,66762,Tremaine Edmunds,12,2022-09-08T22:59:24Z,BUF,left,50.28,31.93,2.51,4.96,0.27,340.59,105.34,tackle,250,ILB,77,0,1,5.62569962934211,62.36,1,-2.3,2.23188286772752,340.59,-1.65,47.46,29.65,5.6099996948242,0.419999694824202,53.0699996948242,30.0699996948242
2022090800,3576,40107,1,0,0,0,67166,Micah Hyde,70,2022-09-08T23:03:17Z,BUF,left,26.67,20.21,0.72,3.31,0.08,233.18,70.27,tackle,197,FS,72,0,1,30.5536142565921,121.02,7,-0.26,3.59435591401944,233.18,4.54,33.39,37.63,18.0800012207031,-24.63,51.4700012207031,13
2022090800,3636,41341,0,1,0,0,68920,DaQuan Jones,36,2022-09-08T23:05:27Z,BUF,left,26.66,29.09,2.67,2.62,0.25,343.72,326.7,tackle,322,DT,76,0,1,2.60639645362137,91.36,4,0,0.531507240397354,343.72,-0.81,27.53,21.11,0.369999618530297,2.5800005340576,27.8999996185303,23.6900005340576
2022091100,57,53489,1,0,0,0,70606,Pete Werner,42,2022-09-11T13:05:02Z,NO,right,46.16,9.08,7.08,4.24,0.7,120.95,133.17,tackle,242,OLB,75,0,1,9.04787827083885,267.54,4,-0.0299999999999998,0.291547228381929,120.95,-0.92,38.54,32.23,-8.5500002288818,-2.9599995422363,29.9899997711182,29.2700004577637
2022091100,78,40017,1,0,0,0,71022,Tyrann Mathieu,77,2022-09-11T13:05:45Z,NO,right,51.51,17.53,0.83,0.69,0.08,215.92,126.02,tackle,190,FS,69,0,1,11.597672163649,312.79,8,-1.23,0.408167313023007,215.92,0.87,55.86,17.92,-10.0199998474121,5.8400002288818,45.8400001525879,23.7600002288818
2022091100,121,42421,1,0,0,0,72705,P.J. Williams,12,2022-09-11T13:06:54Z,NO,right,54.7,27.93,2.36,5.03,0.26,323.02,245.06,tackle,196,CB,72,0,1,7.94861779957425,235.61,1,1.61,1.80205561097629,323.02,-0.4,58.12,30.46,-7.180001373291,-3.4100007629395,50.939998626709,27.0499992370605
2022091100,145,53489,0,1,0,0,73916,Pete Werner,43,2022-09-11T13:07:38Z,NO,right,58.73,30.23,1.86,1.86,0.2,4.08,35.46,tackle,242,OLB,75,0,1,5.54981904513254,284.93,5,0,0.664830364878669,4.08,0.41,61.71,31.36,-5.2599992370605,-1.7699998474121,56.4500007629395,29.5900001525879
